date,median_R_mean,median_R_highHPD,median_R_lowHPD,analysis_type,include_onset,variable_delays
2020-03-28,0.6987830753509806,0.7718904513504203,0.6256756993515409,With symptom onset data - Fixed delays,TRUE,FALSE
2020-03-29,0.6710043451257747,0.7428598184824262,0.5991488717691231,With symptom onset data - Fixed delays,TRUE,FALSE
2020-03-30,0.6465729430484233,0.720248968456991,0.5728969176398555,With symptom onset data - Fixed delays,TRUE,FALSE
2020-03-31,0.6281223517668074,0.705931972675419,0.5503127308581959,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-01,0.6153670507573644,0.6963196666646502,0.5344144348500787,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-02,0.6064252936241228,0.688509161708026,0.5243414255402196,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-03,0.6008126531901153,0.6826662893199253,0.5189590170603053,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-04,0.59922720979772,0.67975764338652,0.5186967762089201,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-05,0.6014617448054325,0.6803201674753274,0.5226033221355375,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-06,0.6073218991388573,0.6854844215562149,0.5291593767214996,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-07,0.6185533477144598,0.6967839088727664,0.5403227865561532,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-08,0.6373978390997872,0.7152323625207836,0.5595633156787908,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-09,0.6626383727029626,0.7400104061232226,0.5852663392827026,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-10,0.6886239536766063,0.7662440380174688,0.6110038693357439,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-11,0.7089921537219681,0.7871006942694615,0.6308836131744747,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-12,0.7214759649476868,0.8009038119911389,0.6420481179042348,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-13,0.7268446828433005,0.8096828047970621,0.6440065608895389,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-14,0.7288304447714123,0.8153578080160021,0.6423030815268226,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-15,0.730301077299795,0.8170908246175553,0.6435113299820346,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-16,0.7302759423722903,0.8135077275613486,0.647044157183232,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-17,0.726171173176792,0.8042243193310462,0.6481180270225378,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-18,0.7167140577482154,0.7951373787699629,0.6423094447874705,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-19,0.7045876307173263,0.784947475949097,0.6285110867820964,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-20,0.6929694572337548,0.7754097011303674,0.6151026388879766,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-21,0.6836232924558556,0.7684477933555148,0.6036955592188334,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-22,0.6755408083460487,0.7630357617342173,0.5933053744802725,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-23,0.6666144177358645,0.7569422128992856,0.581952236442727,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-24,0.6560020693848425,0.7492568145400567,0.5688657504868088,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-25,0.6444807110961392,0.7408067829757983,0.554778132571156,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-26,0.6332635909831947,0.7329172269347396,0.5407996806918586,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-27,0.6241565972063775,0.7275787785392662,0.5285628173954681,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-28,0.6202442103029399,0.728190816377035,0.5208488958571719,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-29,0.6244715314625603,0.7380309292475418,0.5202803088108064,With symptom onset data - Fixed delays,TRUE,FALSE
2020-04-30,0.6370345879012781,0.7573786493052675,0.5269730288168921,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-01,0.6548629162663329,0.7828754441406705,0.5381368062133038,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-02,0.6732563114584681,0.8092755753688616,0.5495970753673417,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-03,0.6875751105798519,0.8313289484906257,0.5572994633331314,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-04,0.6950318683233276,0.8458196167520016,0.5588661944925845,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-05,0.6984233930274656,0.8557677948732412,0.5568681754653072,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-06,0.7044309458834918,0.8686406168868513,0.5572165896829661,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-07,0.716163980960031,0.8880377281082906,0.5625521611700149,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-08,0.730619763402713,0.9106821648143605,0.5701523669413857,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-09,0.7416649627940453,0.9296395972967013,0.5746672655490465,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-10,0.7494366650587689,0.9449140813803836,0.5763417392303786,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-11,0.7593136947573612,0.9625013620319376,0.5799293552088294,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-12,0.7772074353411947,0.9891359594886654,0.5905263674177139,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-13,0.8015481386145548,1.0230872695563422,0.6067206672505886,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-14,0.8248992373561067,1.0558108747409278,0.6221458417722439,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-15,0.8434114714953046,1.0826979632874116,0.6336544363486528,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-16,0.8607680739889548,1.107763962172128,0.6445609549105404,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-17,0.8817558073191695,1.1364574703814745,0.6589904489228356,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-18,0.9053657047120189,1.1676801325397028,0.6760303688151471,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-19,0.9262872702408548,1.1953368496512697,0.6911386488695228,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-20,0.9398331489679649,1.2139811417964477,0.7003587663260613,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-21,0.946022783681079,1.223606607237855,0.7037304326575621,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-22,0.9450967093745329,1.2246169316193116,0.7013640144277116,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-23,0.9394193711569652,1.2199212933677217,0.6951340451340144,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-24,0.9351679254004893,1.2167920308360118,0.6901797691150312,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-25,0.9386432081815123,1.2226081512940583,0.6917677185113232,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-26,0.9533237544562376,1.2413895582241798,0.7028439049448352,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-27,0.9781796080574969,1.2717928790588375,0.7226517639626355,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-28,1.0120994793785572,1.3121938315464772,0.7505126343386873,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-29,1.0516827725098903,1.35828618970784,0.7838387420523788,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-30,1.0894024622808183,1.4011225803591438,0.8164420297672098,With symptom onset data - Fixed delays,TRUE,FALSE
2020-05-31,1.117290006914576,1.43143984942556,0.841599937713774,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-01,1.1329178167874345,1.4465428800505367,0.8571610780419299,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-02,1.1403124466904844,1.4513085977267701,0.8663718482420011,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-03,1.144595058555004,1.4519535621546613,0.8733558264763422,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-04,1.1483213594578818,1.4517048151874175,0.8800761137193787,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-05,1.1507601867438433,1.4499172777655656,0.8857551261962369,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-06,1.1553862353664284,1.4505463030376653,0.8933990802488447,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-07,1.1690921094868105,1.461304371559434,0.9090845196239788,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-08,1.1982018179638543,1.4891340598480245,0.9385082228211208,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-09,1.2434086395544899,1.534470568595023,0.9825846795089147,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-10,1.2999955168474975,1.591553295130882,1.037576100960168,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-11,1.364345088444759,1.6558390380298778,1.1007261483662836,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-12,1.4349234031317,1.7252331662351792,1.171028077282153,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-13,1.5124357345207828,1.8002753031504437,1.2493576972406557,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-14,1.5944393370980814,1.8781891989080586,1.3336355204645023,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-15,1.6702980329589554,1.9474684963186206,1.4141360085582004,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-16,1.717905047592594,1.984606401707183,1.4702040840851736,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-17,1.7192058009309528,1.9710558317127487,1.4843511649392325,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-18,1.6758496303676633,1.9098009130652187,1.4569889971547971,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-19,1.6061812865387752,1.821589194890631,1.4041539598928203,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-20,1.528592059726489,1.7267437468586162,1.342361408989165,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-21,1.4499472700502365,1.6327945778045896,1.2778180244905948,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-22,1.3701072412979258,1.5394934389700652,1.2104658369398067,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-23,1.2916060178146453,1.4493063921938778,1.142871755011834,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-24,1.2204979957899227,1.368428524921518,1.0809200423799719,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-25,1.160742513699911,1.3008548099414468,1.0285107369121522,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-26,1.1113338028277708,1.2453210207113812,0.9848740476055784,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-27,1.0701485100120114,1.199376544158638,0.9481915462432198,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-28,1.0392503527530723,1.165027375340816,0.9205651708479479,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-29,1.0223939468759815,1.1461089047617548,0.9056533892037403,With symptom onset data - Fixed delays,TRUE,FALSE
2020-06-30,1.0197476590027748,1.1426673406750887,0.9037323050253259,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-01,1.0264430821923314,1.1493882237053052,0.9103624136850383,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-02,1.0366895911537541,1.1599657375238652,0.9202493639724192,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-03,1.0463627663412074,1.169891548429774,0.9296371120555804,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-04,1.053652319198991,1.1771746691893679,0.9368878210739287,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-05,1.057420723530649,1.1806023031241368,0.9409380346835371,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-06,1.0575571084476347,1.1800871158149189,0.9416563353411899,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-07,1.056290782284551,1.1780305230672947,0.941104679076408,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-08,1.0563346497314743,1.1773433320132265,0.9418028907679102,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-09,1.0589683383426947,1.1794020162314267,0.9449366044331359,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-10,1.0632665114734146,1.1832248826961356,0.9496365586591884,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-11,1.0705261396623966,1.1901531303223085,0.957152999680199,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-12,1.085149388939507,1.2047936886225719,0.971680597115757,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-13,1.1103737800769689,1.2305039231703787,0.9963336513679063,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-14,1.1422428955267312,1.2630222977490801,1.0274543935464466,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-15,1.1727605244633885,1.293820317897511,1.0575695374312144,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-16,1.1975028755956336,1.318172896558016,1.082549828590104,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-17,1.2137896853014232,1.3332808160471148,1.0998349981315576,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-18,1.2184397198724866,1.335906438680698,1.1063079679511036,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-19,1.209882031543472,1.3245469214573073,1.1003404178049145,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-20,1.1916956913969563,1.3031034447886591,1.085200981872519,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-21,1.168940284081385,1.2770107964724402,1.0655851094024613,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-22,1.1440176848687962,1.2488818723786195,1.0436915451651945,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-23,1.1162831211767068,1.21809224770057,1.0188586737060215,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-24,1.0883447968682307,1.1873796805925732,0.9935657988433938,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-25,1.0654808104464246,1.1622596329765964,0.9728537061371242,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-26,1.0522337947445253,1.1474666891731264,0.9610722587829612,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-27,1.0494210586424102,1.1438113294031598,0.9590421679974096,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-28,1.0547570262385102,1.1488246134063527,0.9646546675363086,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-29,1.06682888168596,1.160928825833574,0.976653756398116,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-30,1.0852925870807533,1.1796673044448456,0.9948007042788843,With symptom onset data - Fixed delays,TRUE,FALSE
2020-07-31,1.1081435071435481,1.202867261535178,1.017253303943135,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-01,1.1311312094261625,1.2260330335090883,1.0400019034179189,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-02,1.150019139894519,1.2447129456993933,1.0590222979381643,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-03,1.1640949184869283,1.25816601486555,1.0736307527646474,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-04,1.1747965565762801,1.2679265603759111,1.085171961789037,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-05,1.1827088284524463,1.274657519187278,1.0941567227203595,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-06,1.185483252989693,1.2759712684355444,1.098279215666228,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-07,1.180266435115612,1.2689531544203165,1.0947499397953215,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-08,1.167486034545607,1.2540998448430858,1.0839304348400576,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-09,1.1518033191348271,1.2363054862127894,1.0702528241378801,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-10,1.1394362361184123,1.222067258753372,1.0596593687792322,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-11,1.132622640007908,1.2137251789465577,1.0542873573476752,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-12,1.1294981254031156,1.2093299726228537,1.0523560770585927,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-13,1.1261626690465032,1.204804329351498,1.0501399666060103,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-14,1.1204296788686088,1.1978521520559164,1.0455594461870372,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-15,1.112994518979958,1.1891824976764946,1.0391738571728375,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-16,1.1060718802252163,1.1810942384865932,1.0317263657525737,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-17,1.1019635545532966,1.1771533992873258,1.0267737098192675,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-18,1.100869052671726,1.1754210995909133,1.0263170057525386,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-19,1.1014667300479162,1.1738856459646985,1.0290559408644178,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-20,1.1026531643221058,1.1743679268166327,1.0314643563000252,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-21,1.1034014460455053,1.1746870484539123,1.0321158436370983,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-22,1.103303002975633,1.1748019963546001,1.0318040095966658,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-23,1.1029272839964233,1.1756315414690166,1.03022302652383,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-24,1.1049579331552881,1.1811972719472983,1.028718594363278,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-25,1.1115561426201104,1.1917656266455803,1.0313466585946405,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-26,1.1219182612962262,1.2044124624195776,1.0394240601728748,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-27,1.1310954950805687,1.2141659992504035,1.048024990910734,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-28,1.134287199483135,1.2159741643892457,1.0526002345770242,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-29,1.1310625081232288,1.2096896567272277,1.05243535951923,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-30,1.124657136057021,1.2005434616446466,1.0487708104693954,With symptom onset data - Fixed delays,TRUE,FALSE
2020-08-31,1.1181537345603503,1.1926362900295606,1.04367117909114,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-01,1.1110426210471245,1.1841591916574195,1.0379260504368295,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-02,1.1009985659834822,1.1718701211518256,1.0301270108151388,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-03,1.0866455489023392,1.1557498405892275,1.017541257215451,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-04,1.0681411270112984,1.1362522472328822,1.0000300067897145,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-05,1.0467125672387527,1.11364171863975,0.9797834158377555,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-06,1.0233881419200266,1.0892651350234306,0.9575111488166226,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-07,0.9992045250747736,1.0651090373996444,0.9333000127499029,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-08,0.9749964172352449,1.0408988423436074,0.9090939921268825,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-09,0.9511761348961717,1.015446607091098,0.8869056627012455,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-10,0.9281030434167103,0.9900082758879687,0.866197810945452,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-11,0.9064325251856458,0.9665082383705077,0.8463568120007838,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-12,0.8868100907385885,0.9457203247683779,0.8278998567087992,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-13,0.871075969378308,0.9297445801571195,0.8124073585994965,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-14,0.8633160122515005,0.923270392883903,0.8033616316190979,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-15,0.8684960259223798,0.9304235561683438,0.8065684956764159,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-16,0.8884444808522529,0.9517225567321046,0.8251664049724012,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-17,0.9213663164327084,0.9852971153386355,0.8574355175267813,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-18,0.9674632619892438,1.0323153158748062,0.9026112081036816,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-19,1.0298890109223378,1.0971520467133917,0.9626259751312837,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-20,1.1124563447279447,1.1854677258151585,1.039444963640731,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-21,1.2146993508301611,1.2968903737321802,1.132508327928142,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-22,1.330604847382504,1.42333453697068,1.237875157794328,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-23,1.4492543700460527,1.552512699365454,1.3459960407266514,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-24,1.5594822249423614,1.6712749875870632,1.4476894622976597,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-25,1.653791027046665,1.769664041160756,1.5379180129325738,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-26,1.7280859264047221,1.8453193543191384,1.6108524984903059,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-27,1.7849827028140588,1.9057139445696456,1.664251461058472,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-28,1.8277041938096876,1.953650735072948,1.7017576525464273,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-29,1.8562630878217579,1.9862904931081837,1.726235682535332,With symptom onset data - Fixed delays,TRUE,FALSE
2020-09-30,1.8667475446076973,2.0007484296286666,1.732746659586728,With symptom onset data - Fixed delays,TRUE,FALSE
2020-10-01,1.8553986430381888,1.991653965507335,1.7191433205690425,With symptom onset data - Fixed delays,TRUE,FALSE
2020-10-02,1.826259833135393,1.9591365341486127,1.6933831321221733,With symptom onset data - Fixed delays,TRUE,FALSE
2020-10-03,1.7886206661485586,1.9157136449971006,1.6615276873000167,With symptom onset data - Fixed delays,TRUE,FALSE
